DDI,sequence_num,auc,blAUC,diffAUC
GFRP_int_GTP_cyclohydroI,21,1,1,0
GFRP_int_GTP_cyclohydroI,22,1,1,0
GFRP_int_GTP_cyclohydroI,23,0.988,1,-0.012
GFRP_int_GTP_cyclohydroI,24,1,1,0
GFRP_int_GTP_cyclohydroI,25,1,1,0
GFRP_int_GTP_cyclohydroI,26,0.941,1,-0.059
GFRP_int_GTP_cyclohydroI,27,1,1,0
GFRP_int_GTP_cyclohydroI,28,0.929,1,-0.071
GFRP_int_GTP_cyclohydroI,29,0.986,1,-0.014
GFRP_int_GTP_cyclohydroI,30,1,1,0
Gelsolin_int_Sec23_helical,1,0.973,1,-0.027
Gelsolin_int_Sec23_helical,2,0.938,0.933,0.005
Gelsolin_int_Sec23_helical,3,0.997,0.997,0
Gelsolin_int_Sec23_helical,4,1,1,0
Gelsolin_int_Sec23_helical,5,1,1,0
Gelsolin_int_Sec23_helical,6,1,1,0
Gelsolin_int_Sec23_helical,7,1,1,0
Gelsolin_int_Sec23_helical,8,1,1,0
Gelsolin_int_Sec23_helical,9,1,0.988,0.012
Gelsolin_int_Sec23_helical,10,1,0.969,0.031
Gelsolin_int_Sec23_helical,11,1,1,0
Gelsolin_int_Sec23_helical,12,0.98,1,-0.02
Gelsolin_int_Sec23_helical,13,1,1,0
Gelsolin_int_Sec23_helical,14,1,1,0
Gelsolin_int_Sec23_helical,15,1,1,0
Gelsolin_int_Sec23_helical,16,1,1,0
Gelsolin_int_Sec23_helical,17,1,1,0
Gelsolin_int_Sec23_helical,18,0.959,0.959,0
Gelsolin_int_Sec23_helical,19,1,1,0
Gelsolin_int_Sec23_helical,20,1,1,0
Gelsolin_int_Sec23_helical,21,1,1,0
MHC_II_alpha_int_V-set,1,0.959,1,-0.041
MHC_II_alpha_int_V-set,2,0.959,1,-0.041
MHC_II_alpha_int_V-set,3,0.979,0.979,0
MHC_II_alpha_int_V-set,4,0.952,0.993,-0.041
MHC_II_alpha_int_V-set,5,1,1,0
MHC_II_alpha_int_V-set,6,0.941,0.959,-0.018
MHC_II_alpha_int_V-set,7,1,1,0
MHC_II_alpha_int_V-set,8,0.988,1,-0.012
MHC_II_alpha_int_V-set,9,0.975,0.938,0.037
MHC_II_alpha_int_V-set,10,1,1,0
MHC_II_alpha_int_V-set,11,1,1,0
MHC_II_alpha_int_V-set,12,0.984,1,-0.016
MHC_II_alpha_int_V-set,13,1,1,0
MHC_II_alpha_int_V-set,14,1,1,0
MHC_II_alpha_int_V-set,15,1,0.99,0.01
MHC_II_alpha_int_V-set,16,1,1,0
MHC_II_alpha_int_V-set,17,0.984,1,-0.016
MHC_II_alpha_int_V-set,18,1,1,0
MHC_II_alpha_int_V-set,19,0.984,1,-0.016
MHC_II_alpha_int_V-set,20,1,1,0
MHC_II_alpha_int_V-set,21,1,1,0
MHC_II_alpha_int_V-set,22,1,1,0
MHC_II_alpha_int_V-set,23,0.953,1,-0.047
MHC_II_alpha_int_V-set,24,1,1,0
MHC_II_alpha_int_V-set,25,1,1,0
MHC_II_alpha_int_V-set,26,0.84,1,-0.16
MHC_II_alpha_int_V-set,27,0.735,0.714,0.021
MHC_II_alpha_int_V-set,28,1,1,0
MHC_II_alpha_int_V-set,29,1,1,0
MHC_II_alpha_int_V-set,30,0.5,0.75,-0.25
MHC_II_alpha_int_V-set,31,1,0.99,0.01
MHC_II_alpha_int_V-set,32,1,1,0
MHC_II_alpha_int_V-set,33,0.918,1,-0.082
MHC_II_alpha_int_V-set,34,0.959,1,-0.041
MHC_II_alpha_int_V-set,35,0.959,1,-0.041
MHC_II_alpha_int_V-set,36,0.991,1,-0.009
MHC_II_alpha_int_V-set,37,0.96,0.99,-0.03
MHC_II_alpha_int_V-set,38,1,1,0
Ribosomal_L28_int_Ribosomal_L9_N,1,1,1,0
Ribosomal_L28_int_Ribosomal_L9_N,2,0.98,1,-0.02
Ribosomal_L28_int_Ribosomal_L9_N,3,0.861,1,-0.139
Ribosomal_L28_int_Ribosomal_L9_N,4,1,1,0
Ribosomal_L28_int_Ribosomal_L9_N,5,0.806,1,-0.194
Ribosomal_L28_int_Ribosomal_L9_N,6,0.861,0.889,-0.028
Ribosomal_L28_int_Ribosomal_L9_N,7,0.891,0.984,-0.093
Ribosomal_L28_int_Ribosomal_L9_N,8,0.951,0.963,-0.012
Ribosomal_L28_int_Ribosomal_L9_N,9,0.917,1,-0.083
Ribosomal_L28_int_Ribosomal_L9_N,10,1,1,0
Ribosomal_L28_int_Ribosomal_L9_N,11,0.701,0.847,-0.146
Ribosomal_L28_int_Ribosomal_L9_N,12,1,1,0
Ribosomal_L28_int_Ribosomal_L9_N,13,0.857,1,-0.143
Ribosomal_L28_int_Ribosomal_L9_N,14,1,1,0
Ribosomal_L28_int_Ribosomal_L9_N,15,1,1,0
Ribosomal_L28_int_Ribosomal_L9_N,16,0.857,0.959,-0.102
Ribosomal_L28_int_Ribosomal_L9_N,17,0.988,1,-0.012
Ribosomal_L28_int_Ribosomal_L9_N,18,0.906,1,-0.094
Ribosomal_L28_int_Ribosomal_L9_N,19,0.89,1,-0.11
Ribosomal_L28_int_Ribosomal_L9_N,20,1,1,0
Ribosomal_L28_int_Ribosomal_L9_N,21,0.877,0.938,-0.061
Ribosomal_L28_int_Ribosomal_L9_N,22,0.984,1,-0.016
Ribosomal_L28_int_Ribosomal_L9_N,23,0.852,0.975,-0.123
Ribosomal_L28_int_Ribosomal_L9_N,24,0.75,1,-0.25
Ribosomal_L28_int_Ribosomal_L9_N,25,1,1,0
Ribosomal_L28_int_Ribosomal_L9_N,26,0.906,0.953,-0.047
Ribosomal_L28_int_Ribosomal_L9_N,27,0.93,1,-0.07
Rieske_int_V-set,1,1,1,0
Rieske_int_V-set,2,1,1,0
Rieske_int_V-set,3,1,1,0
Rieske_int_V-set,4,1,1,0
Rieske_int_V-set,5,0.985,0.973,0.012
Rieske_int_V-set,6,1,1,0
Rieske_int_V-set,7,1,1,0
Rieske_int_V-set,8,1,1,0
Rieske_int_V-set,9,1,1,0
Rieske_int_V-set,10,1,1,0
Rieske_int_V-set,11,0.961,1,-0.039
Rieske_int_V-set,12,1,1,0
Rieske_int_V-set,13,1,1,0
Rieske_int_V-set,14,1,1,0
Rieske_int_V-set,15,0.976,0.968,0.008
Rieske_int_V-set,16,1,1,0
Rieske_int_V-set,17,1,1,0
Rieske_int_V-set,18,1,1,0
Rieske_int_V-set,19,1,1,0
Rieske_int_V-set,20,1,1,0
TetR_C_2_int_TetR_N,1,1,1,0
TetR_C_2_int_TetR_N,2,0.974,0.971,0.003
TetR_C_2_int_TetR_N,3,1,1,0
TetR_C_2_int_TetR_N,4,0.9,0.91,-0.01
TetR_C_2_int_TetR_N,5,0.963,0.964,-0.001
TetR_C_2_int_TetR_N,6,0.943,0.964,-0.021
TetR_C_2_int_TetR_N,7,0.926,0.914,0.012
TetR_C_2_int_TetR_N,8,1,1,0
TetR_C_2_int_TetR_N,9,0.958,0.926,0.032
TetR_C_2_int_TetR_N,10,0.977,1,-0.023
TetR_C_2_int_TetR_N,11,1,1,0
TetR_C_2_int_TetR_N,12,0.98,1,-0.02
TetR_C_2_int_TetR_N,13,1,1,0
TetR_C_2_int_TetR_N,14,0.96,0.952,0.008
TetR_C_2_int_TetR_N,15,1,1,0
TetR_C_2_int_TetR_N,16,1,1,0
TetR_C_2_int_TetR_N,17,0.928,0.921,0.007
TetR_C_2_int_TetR_N,18,0.979,0.958,0.021
TetR_C_2_int_TetR_N,19,0.94,0.91,0.03
TetR_C_2_int_TetR_N,20,0.917,1,-0.083
TetR_C_2_int_TetR_N,21,0.981,0.996,-0.015
TetR_C_2_int_TetR_N,22,0.918,0.949,-0.031
TetR_C_2_int_TetR_N,23,0.992,0.983,0.009
TetR_C_2_int_TetR_N,24,0.97,0.992,-0.022
TetR_C_2_int_TetR_N,25,1,1,0
TetR_C_2_int_TetR_N,26,0.942,1,-0.058
TetR_C_2_int_TetR_N,27,0.947,0.964,-0.017
TetR_C_2_int_TetR_N,28,0.914,0.888,0.026
TetR_C_2_int_TetR_N,29,1,1,0
TetR_C_2_int_TetR_N,30,1,1,0
TetR_C_2_int_TetR_N,31,0.982,0.996,-0.014
TetR_C_2_int_TetR_N,32,1,0.999,0.001
TetR_C_2_int_TetR_N,33,0.963,0.963,0
TetR_C_2_int_TetR_N,34,0.988,1,-0.012
TetR_C_2_int_TetR_N,35,0.969,0.964,0.005
TetR_C_2_int_TetR_N,36,1,1,0
TetR_C_2_int_TetR_N,37,0.959,1,-0.041
TetR_C_2_int_TetR_N,38,1,1,0
TetR_C_2_int_TetR_N,39,0.971,0.982,-0.011
UreE_C_int_UreE_N,1,0.948,0.967,-0.019
UreE_C_int_UreE_N,2,0.953,0.978,-0.025
UreE_C_int_UreE_N,3,1,1,0
UreE_C_int_UreE_N,4,0.833,0.882,-0.049
UreE_C_int_UreE_N,5,1,1,0
UreE_C_int_UreE_N,6,0.852,0.891,-0.039
UreE_C_int_UreE_N,7,0.837,0.796,0.041
UreE_C_int_UreE_N,8,0.952,0.896,0.056
UreE_C_int_UreE_N,9,0.969,0.949,0.02
UreE_C_int_UreE_N,10,1,1,0
UreE_C_int_UreE_N,11,0.913,0.903,0.01
UreE_C_int_UreE_N,12,0.98,0.98,0
UreE_C_int_UreE_N,13,1,1,0
UreE_C_int_UreE_N,14,0.97,1,-0.03
UreE_C_int_UreE_N,15,0.969,1,-0.031
UreE_C_int_UreE_N,16,1,1,0
UreE_C_int_UreE_N,17,0.996,0.991,0.005
UreE_C_int_UreE_N,18,1,0.995,0.005
UreE_C_int_UreE_N,19,0.974,0.99,-0.016
UreE_C_int_UreE_N,20,0.991,1,-0.009
UreE_C_int_UreE_N,21,0.979,1,-0.021
UreE_C_int_UreE_N,22,0.994,1,-0.006
UreE_C_int_UreE_N,23,1,1,0
UreE_C_int_UreE_N,24,1,1,0
UreE_C_int_UreE_N,25,0.951,1,-0.049
UreE_C_int_UreE_N,26,0.956,0.929,0.027
UreE_C_int_UreE_N,27,0.975,1,-0.025
UreE_C_int_UreE_N,28,0.992,1,-0.008
efhand_int_Troponin,1,0.84,0.82,0.02
efhand_int_Troponin,2,1,1,0
efhand_int_Troponin,3,1,1,0
efhand_int_Troponin,4,1,0.99,0.01
efhand_int_Troponin,5,1,0.998,0.002
efhand_int_Troponin,6,0.993,0.969,0.024
efhand_int_Troponin,7,1,0.988,0.012
efhand_int_Troponin,8,0.969,0.998,-0.029
efhand_int_Troponin,9,1,0.983,0.017
efhand_int_Troponin,10,1,1,0
efhand_int_Troponin,11,0.992,0.613,0.379
efhand_int_Troponin,12,0.974,0.942,0.032
efhand_int_Troponin,13,0.972,0.972,0
efhand_int_Troponin,14,0.996,0.984,0.012
efhand_int_Troponin,15,0.5,0.728,-0.228
efhand_int_Troponin,16,0.741,0.914,-0.173
efhand_int_Troponin,17,1,1,0
efhand_int_Troponin,18,0.97,0.96,0.01
efhand_int_Troponin,19,1,1,0
efhand_int_Troponin,20,0.964,1,-0.036
efhand_int_Troponin,21,1,0.974,0.026
efhand_int_Troponin,22,0.959,0.857,0.102
efhand_int_Troponin,23,1,1,0
efhand_int_Troponin,24,1,1,0
efhand_int_Troponin,25,1,1,0
efhand_int_Troponin,26,0.958,1,-0.042
efhand_int_Troponin,27,0.969,1,-0.031
efhand_int_Troponin,28,1,1,0
efhand_int_Troponin,29,1,1,0
efhand_int_Troponin,30,1,1,0
efhand_int_Troponin,31,0.857,0.878,-0.021
efhand_int_Troponin,32,0.968,1,-0.032
efhand_int_Troponin,33,1,1,0
efhand_int_Troponin,34,1,1,0
efhand_int_Troponin,35,0.948,0.955,-0.007
efhand_int_Troponin,36,1,1,0
efhand_int_Troponin,37,0.714,1,-0.286
efhand_int_Troponin,38,1,1,0
efhand_int_Troponin,39,0.964,1,-0.036
efhand_int_Troponin,40,0.98,1,-0.02
efhand_int_Troponin,41,1,1,0
efhand_int_Troponin,42,0.939,0.934,0.005
efhand_int_Troponin,43,0.857,1,-0.143
efhand_int_Troponin,44,0.953,0.96,-0.007
efhand_int_Troponin,45,0.99,0.959,0.031
,Fisher score only (baseline),Fisher score plus adding AA index and sliding window feature,,
EpoR_lig-bind_int_fn3,0.868290323,0.977129032,-0.10883871,
Ribosomal_L28_int_Ribosomal_L9_N,0.917222222,0.981777778,-0.064555556,
DrsE_int_DsrH,0.927285714,0.960285714,-0.033,
Activin_recp_int_TGF_beta,0.942255319,0.970276596,-0.028021277,
MHC_II_alpha_int_V-set,0.961052632,0.981657895,-0.020605263,
FGF_int_I-set,0.939945455,0.958418182,-0.018472727,
GFRP_int_GTP_cyclohydroI,0.990733333,1,-0.009266667,
efhand_int_Troponin,0.954822222,0.963911111,-0.009088889,
UreE_C_int_UreE_N,0.963714286,0.969535714,-0.005821429,
TetR_C_2_int_TetR_N,0.970282051,0.976051282,-0.005769231,
Desulfoferrod_N_int_Desulfoferrodox,0.986108108,0.987837838,-0.00172973,
Rieske_int_V-set,0.9961,0.99705,-0.00095,
Gelsolin_int_Sec23_helical,0.992714286,0.992666667,4.76E-05,
E2_bind_int_ThiF,0.998538462,0.994846154,0.003692308,
