DDI,no.,FisherMode,method,isTest,recall,precision,accuracy
Skp1_int_Skp1_POZ,1,FisherM1ONLY,SVM,True,0.547085201793722,0.5304347826086957,0.53139013452914796
Skp1_int_Skp1_POZ,1,FisherM1ONLY,SVM,False,0.58990536277602523,0.5375770020533881,0.54123479044614686
Skp1_int_Skp1_POZ,1,FisherM1ONLY,SVM_RBF,True,0.53811659192825112,0.55045871559633031,0.54932735426008972
Skp1_int_Skp1_POZ,1,FisherM1ONLY,SVM_RBF,False,0.56557007661108605,0.55457357490057446,0.55565570076611082
Skp1_int_Skp1_POZ,1,FisherM1ONLY,DL_xy,False,0.65051395007342139,0.69818754925137905,0.67731029301277235
Skp1_int_Skp1_POZ,1,FisherM1ONLY,DL_xy,True,0.62331838565022424,0.67804878048780493,0.66367713004484308
Skp1_int_Skp1_POZ,1,FisherM1ONLY,Sda_xy_with_first,False,0.65051395007342139,0.69490196078431377,0.67505634861006758
Skp1_int_Skp1_POZ,1,FisherM1ONLY,Sda_xy_with_first,True,0.62331838565022424,0.67475728155339809,0.66143497757847536
Skp1_int_Skp1_POZ,1,FisherM1ONLY,Sda_new,False,0.80469897209985319,0.7239101717305152,0.74305033809166043
Skp1_int_Skp1_POZ,1,FisherM1ONLY,Sda_new,True,0.78026905829596416,0.70445344129554655,0.726457399103139
Skp1_int_Skp1_POZ,1,FisherM1ONLY,SAE_SVM,True,0.7623318385650224,0.67193675889328064,0.69506726457399104
Skp1_int_Skp1_POZ,1,FisherM1ONLY,SAE_SVM,False,0.7782785038305543,0.67831893165750201,0.70459666516448849
Skp1_int_Skp1_POZ,1,FisherM1ONLY,DL,False,0.93171806167400884,0.51901840490797546,0.52329075882794895
Skp1_int_Skp1_POZ,1,FisherM1ONLY,DL,True,0.9282511210762332,0.50242718446601942,0.50448430493273544
Skp1_int_Skp1_POZ,1,FisherM1ONLY,DL_S,False,0.97650513950073425,0.51710730948678074,0.52141247182569495
Skp1_int_Skp1_POZ,1,FisherM1ONLY,DL_S,True,0.98654708520179368,0.50343249427917625,0.50672645739910316
Skp1_int_Skp1_POZ,1,FisherM1ONLY,DL_S_new,False,0.6035242290748899,0.56378600823045266,0.55822689706987227
Skp1_int_Skp1_POZ,1,FisherM1ONLY,DL_S_new,True,0.5605381165919282,0.52521008403361347,0.52690582959641252
Skp1_int_Skp1_POZ,1,FisherM1ONLY,DL_S_new_contraction,False,0.58957415565345084,0.56350877192982451,0.55634861006761838
Skp1_int_Skp1_POZ,1,FisherM1ONLY,DL_S_new_contraction,True,0.55156950672645744,0.53246753246753242,0.53363228699551568
Skp1_int_Skp1_POZ,1,FisherM1ONLY,DL_S_new_sparsity,False,0.60939794419970628,0.55704697986577179,0.5522163786626596
Skp1_int_Skp1_POZ,1,FisherM1ONLY,DL_S_new_sparsity,True,0.5605381165919282,0.51652892561983466,0.51793721973094176
Skp1_int_Skp1_POZ,1,FisherM1ONLY,l2_reg,False,1.0,0.51164537941397448,0.51164537941397448
Skp1_int_Skp1_POZ,1,FisherM1ONLY,l2_reg,True,1.0,0.5,0.5
Skp1_int_Skp1_POZ,1,FisherM1ONLY,DL_S_new_Drop_out,False,0.99192364170337743,0.5138836059338151,0.51577761081893314
Skp1_int_Skp1_POZ,1,FisherM1ONLY,DL_S_new_Drop_out,True,0.99551569506726456,0.50112866817155755,0.50224215246636772
Skp1_int_Skp1_POZ,2,FisherM1ONLY,SVM,True,0.52788104089219334,0.53183520599250933,0.53159851301115246
Skp1_int_Skp1_POZ,2,FisherM1ONLY,SVM,False,0.57662218131615284,0.53296469587409612,0.5356649792913023
Skp1_int_Skp1_POZ,2,FisherM1ONLY,SVM_RBF,True,0.49070631970260226,0.54545454545454541,0.54089219330855021
Skp1_int_Skp1_POZ,2,FisherM1ONLY,SVM_RBF,False,0.52323976069949374,0.55872235872235876,0.55499309710078237
Skp1_int_Skp1_POZ,2,FisherM1ONLY,DL_xy,False,0.77760968229954619,0.62114803625377646,0.64672036823935564
Skp1_int_Skp1_POZ,2,FisherM1ONLY,DL_xy,True,0.73234200743494426,0.59337349397590367,0.61524163568773238
Skp1_int_Skp1_POZ,2,FisherM1ONLY,Sda_xy_with_first,False,0.77760968229954619,0.62077294685990336,0.64633678557729191
Skp1_int_Skp1_POZ,2,FisherM1ONLY,Sda_xy_with_first,True,0.73234200743494426,0.595166163141994,0.61710037174721188
Skp1_int_Skp1_POZ,2,FisherM1ONLY,Sda_new,False,0.83812405446293492,0.67437614120511258,0.71269658611430764
Skp1_int_Skp1_POZ,2,FisherM1ONLY,Sda_new,True,0.79553903345724908,0.64848484848484844,0.68215613382899631
Skp1_int_Skp1_POZ,2,FisherM1ONLY,SAE_SVM,True,0.79182156133828996,0.66149068322981364,0.69330855018587356
Skp1_int_Skp1_POZ,2,FisherM1ONLY,SAE_SVM,False,0.79153244362632302,0.69861900893582451,0.72503451449608836
Skp1_int_Skp1_POZ,2,FisherM1ONLY,DL,False,0.79576399394856279,0.5215666831928607,0.52627541235136177
Skp1_int_Skp1_POZ,2,FisherM1ONLY,DL,True,0.76208178438661711,0.51898734177215189,0.52788104089219334
Skp1_int_Skp1_POZ,2,FisherM1ONLY,DL_S,False,0.90090771558245086,0.52054195804195802,0.52896049098580744
Skp1_int_Skp1_POZ,2,FisherM1ONLY,DL_S,True,0.87732342007434949,0.51528384279475981,0.52602230483271373
Skp1_int_Skp1_POZ,2,FisherM1ONLY,DL_S_new,False,0.77987897125567318,0.52736572890025579,0.53394706559263516
Skp1_int_Skp1_POZ,2,FisherM1ONLY,DL_S_new,True,0.76951672862453535,0.50859950859950864,0.51301115241635686
