DDI,no.,FisherMode,method,isTest,accuracy,precision,recall
efhand_int_Troponin,1,FisherM1,SVM,True,0.40000000000000002,0.5,0.5
efhand_int_Troponin,1,FisherM1,SVM,False,0.46570972886762363,0.51590106007067138,0.5143540669856459
efhand_int_Troponin,1,FisherM1,DL,False,0.96578947368421053,0.88433734939759046,0.9188829787234043
efhand_int_Troponin,1,FisherM1,DL,True,0.80000000000000004,0.5714285714285714,0.59999999999999998
efhand_int_Troponin,2,FisherM1,SVM,True,0.54545454545454541,0.5,0.5
efhand_int_Troponin,2,FisherM1,SVM,False,0.46341463414634149,0.51444043321299637,0.51300813008130086
efhand_int_Troponin,2,FisherM1,DL,False,0.85950413223140498,0.83870967741935476,0.84959349593495936
efhand_int_Troponin,2,FisherM1,DL,True,0.72727272727272729,0.69565217391304346,0.70454545454545459
efhand_int_Troponin,3,FisherM1,SVM,True,0.6470588235294118,0.45833333333333331,0.44117647058823528
efhand_int_Troponin,3,FisherM1,SVM,False,0.48225806451612901,0.54363636363636358,0.53870967741935483
efhand_int_Troponin,3,FisherM1,DL,False,0.9331550802139037,0.920844327176781,0.92607526881720426
efhand_int_Troponin,3,FisherM1,DL,True,0.82352941176470584,1.0,0.91176470588235292
efhand_int_Troponin,4,FisherM1,SVM,True,0.40000000000000002,0.5,0.5
efhand_int_Troponin,4,FisherM1,SVM,False,0.46889952153110048,0.52127659574468088,0.51913875598086123
efhand_int_Troponin,4,FisherM1,DL,False,0.92391304347826086,0.90909090909090917,0.91755319148936165
efhand_int_Troponin,4,FisherM1,DL,True,0.80000000000000004,0.66666666666666663,0.69999999999999996
efhand_int_Troponin,5,FisherM1,SVM,True,0.45833333333333331,0.44,0.4375
efhand_int_Troponin,5,FisherM1,SVM,False,0.45840130505709625,0.52523364485981305,0.52202283849918429
efhand_int_Troponin,5,FisherM1,DL,False,0.95013850415512469,0.8817480719794345,0.9129251700680272
