no.,method,isTest,recall,precision,accuracy
1,SVM,True,0.55851358846367161,0.54110693175711988,0.53703703703703709
1,SVM,False,0.62707084948889669,0.61081545064377685,0.61566117151876532
1,SVM_RBF,True,0.31114808652246256,0.91517128874388254,0.6369248035914703
1,SVM_RBF,False,1.0,1.0,1.0
1,SVM_POLY,True,0.61785912368275098,0.89766317485898472,0.77104377104377109
1,SVM_POLY,False,0.77000352485019385,0.98890900860117703,0.88126972991932651
1,Log,True,0.57792567942318362,0.55278514588859418,0.54994388327721666
1,Log,False,0.69122312301727173,0.66440792817211591,0.6726587162399158
1,DL,True,0.84692179700499171,0.84739178690344064,0.84539842873176207
1,DL,False,1.0,1.0,1.0
1,SAE_SVM,True,0.6583471991125901,0.63442009620523787,0.63524130190796857
1,SAE_SVM,False,0.65103983080719074,0.65138423558455294,0.65301648544370394
1,SAE_SVM_RBF,True,0.81198003327787016,0.80883977900552484,0.80780022446689115
1,SAE_SVM_RBF,False,0.84226295382446248,0.83548951048951059,0.83900385829533497
1,SAE_SVM_POLY,True,0.78092068774265111,0.67594815170427269,0.69977553310886642
1,SAE_SVM_POLY,False,0.77423334508283403,0.67992570809472219,0.70633111189056474
1,DL_S,True,0.87742651136993899,0.88976377952755903,0.882996632996633
1,DL_S,False,1.0,1.0,1.0
1,SAE_S_SVM,True,0.63782584581253465,0.56902523503216229,0.57239057239057234
1,SAE_S_SVM,False,0.6424039478322171,0.58226837060702874,0.5927744650999649
1,SAE_S_SVM_RBF,True,0.86023294509151416,0.81034482758620685,0.82744107744107742
1,SAE_S_SVM_RBF,False,0.88456115615086361,0.82481511914543948,0.84908803928446164
1,SAE_S_SVM_POLY,True,0.81031613976705485,0.663789186733303,0.69640852974186307
1,SAE_S_SVM_POLY,False,0.80137469157560803,0.66681331573544511,0.70194668537355309
2,SVM,True,0.5305216426193119,0.54287336740488357,0.53714606111578356
2,SVM,False,0.60076976906927926,0.60404573438874232,0.60278654048370139
2,SVM_RBF,True,0.45560488346281908,0.86694825765575501,0.68965517241379315
2,SVM_RBF,False,1.0,1.0,1.0
2,SVM_POLY,True,0.72031076581576026,0.89209621993127153,0.81469021586767587
2,SVM_POLY,False,0.87053883834849544,0.97952755905511812,0.92604276200490709
2,Log,True,0.57713651498335183,0.56830601092896171,0.56490047659097276
2,Log,False,0.68544436668999298,0.65970702138407145,0.66535226077812826
2,DL,True,0.85016648168701447,0.83125339120998376,0.83711802635267729
2,DL,False,0.99982505248425468,1.0,0.99991237294076407
2,SAE_SVM,True,0.63596004439511655,0.63455149501661134,0.63106251752172693
2,SAE_SVM,False,0.66480055983205033,0.64968370661651564,0.65255871012968802
2,SAE_SVM_RBF,True,0.80133185349611546,0.80000000000000004,0.79843005326604988
2,SAE_SVM_RBF,False,0.84762071378586423,0.84260869565217389,0.8443743427970557
2,SAE_SVM_POLY,True,0.79467258601553825,0.67041198501872656,0.69890664423885618
