no.,number_of_training,method,isTest,recall,precision,accuracy
1,10000,SVM,True,0.55128908392759191,0.53034300791556732,0.52973568281938321
1,10000,SVM,False,0.62537416532350909,0.62494247583985274,0.62631941257457546
1,10000,SVM_RBF,True,0.36258913878222709,0.89324324324324322,0.6583149779735683
1,10000,SVM_RBF,False,1.0,1.0,1.0
1,10000,SVM_POLY,True,0.54196379594075694,0.88451208594449415,0.73458149779735682
1,10000,SVM_POLY,False,0.74004144600506561,0.99197530864197536,0.86748508490133092
1,10000,Log,True,0.55677454744925947,0.54336188436830835,0.54267621145374445
1,10000,Log,False,0.6921482845959015,0.68865979381443299,0.69068379990821482
1,10000,DL,True,0.84969829950630826,0.8432226456178552,0.84526431718061679
1,10000,DL,False,1.0,0.999769797421731,0.99988526847177606
1,10000,SAE_SVM,True,0.66209544706527701,0.63794926004228325,0.64179515418502198
1,10000,SAE_SVM,False,0.7034308081970988,0.66441931274467159,0.67519504359798077
1,10000,SAE_SVM_RBF,True,0.86615469007131107,0.89309954751131226,0.88078193832599116
1,10000,SAE_SVM_RBF,False,0.98756619848031313,0.98802119327343918,0.98783845800826064
1,10000,SAE_SVM_POLY,True,0.85682940208447611,0.86874304783092327,0.8631607929515418
1,10000,SAE_SVM_POLY,False,0.96315910660833526,0.97008348794063082,0.96684258834327674
1,10000,DL_S,True,0.88754799780581461,0.89146005509641868,0.88931718061674003
1,10000,DL_S,False,1.0,0.999769797421731,0.99988526847177606
1,10000,SAE_S_SVM,True,0.59572133845309927,0.55351681957186549,0.55589207048458145
1,10000,SAE_S_SVM,False,0.62583467649090485,0.58920442228484715,0.59614502065167507
1,10000,SAE_S_SVM_RBF,True,0.89906747120131647,0.89759036144578308,0.89785242290748901
1,10000,SAE_S_SVM_RBF,False,0.988026709647709,0.98530424799081517,0.9866911427260211
1,10000,SAE_S_SVM_POLY,True,0.89029072956664834,0.88882803943044908,0.88904185022026427
1,10000,SAE_S_SVM_POLY,False,0.97075754087036614,0.96564360971140617,0.96821936668196418
