DDI,sequence_num,auc,sens,spec,blAUC,blSens,blSpec
CPSase_L_chain_int_CPSase_L_D2,127,0.997,0.98,0.98,0.955,0.0,0.0
CPSase_L_chain_int_CPSase_L_D2,112,0.987,0.983,0.937,0.978,0.0,0.0
CPSase_L_chain_int_CPSase_L_D2,76,0.973,1.0,0.904,0.95,0.0,0.0
CPSase_L_chain_int_CPSase_L_D2,57,0.977,0.952,0.952,0.963,0.0,0.0
CPSase_L_chain_int_CPSase_L_D2,95,0.963,0.952,0.976,0.971,0.0,0.0
CPSase_L_chain_int_CPSase_L_D2,140,0.996,0.984,1.0,0.981,0.0,0.0
CPSase_L_chain_int_CPSase_L_D2,19,1.0,1.0,1.0,1.0,0.0,0.0
CPSase_L_chain_int_CPSase_L_D2,38,0.958,0.982,0.887,0.961,0.0,0.0
CPSase_L_chain_int_CPSase_L_D2,126,0.965,1.0,0.923,1.0,0.0,0.0
CPSase_L_chain_int_CPSase_L_D2,111,0.992,0.98,0.925,0.956,0.0,0.0
CPSase_L_chain_int_CPSase_L_D2,56,1.0,1.0,1.0,1.0,0.0,0.0
CPSase_L_chain_int_CPSase_L_D2,139,0.981,1.0,0.959,0.967,0.0,0.0
CPSase_L_chain_int_CPSase_L_D2,75,0.97,0.8,1.0,1.0,0.0,0.0
CPSase_L_chain_int_CPSase_L_D2,37,0.968,0.958,0.902,0.964,0.0,0.0
CPSase_L_chain_int_CPSase_L_D2,18,0.984,0.966,0.966,0.979,0.0,0.0
CPSase_L_chain_int_CPSase_L_D2,94,1.0,0.917,1.0,0.938,0.0,0.0
CPSase_L_chain_int_CPSase_L_D2,110,0.992,1.0,0.917,0.959,0.0,0.0
CPSase_L_chain_int_CPSase_L_D2,74,0.891,1.0,0.889,0.906,0.0,0.0
CPSase_L_chain_int_CPSase_L_D2,125,1.0,1.0,1.0,1.0,0.0,0.0
CPSase_L_chain_int_CPSase_L_D2,36,1.0,1.0,1.0,0.901,0.0,0.0
CPSase_L_chain_int_CPSase_L_D2,138,1.0,1.0,0.917,1.0,0.0,0.0
CPSase_L_chain_int_CPSase_L_D2,55,1.0,1.0,0.917,1.0,0.0,0.0
CPSase_L_chain_int_CPSase_L_D2,17,0.981,1.0,0.92,0.969,0.0,0.0
CPSase_L_chain_int_CPSase_L_D2,93,1.0,1.0,1.0,1.0,0.0,0.0
CPSase_L_chain_int_CPSase_L_D2,109,1.0,1.0,0.857,1.0,0.0,0.0
CPSase_L_chain_int_CPSase_L_D2,35,1.0,1.0,1.0,1.0,0.0,0.0
CPSase_L_chain_int_CPSase_L_D2,137,1.0,1.0,0.889,0.875,0.0,0.0
CPSase_L_chain_int_CPSase_L_D2,73,0.993,0.952,1.0,0.988,0.0,0.0
CPSase_L_chain_int_CPSase_L_D2,124,0.992,0.968,0.984,0.978,0.0,0.0
