DDI,sequence_num,auc,sens,spec,blAUC,blSens,blSpec
PF00782.12_int_PF00782.12,4,0.859,0.0,0.0,0.859,0.0,0.0
PF00782.12_int_PF00782.12,7,0.867,0.143,1.0,0.867,0.0,0.0
PF00782.12_int_PF00782.12,11,0.98,0.0,0.0,0.98,0.0,0.0
PF00782.12_int_PF00782.12,13,0.982,0.8,0.923,0.982,0.0,0.0
PF00782.12_int_PF00782.12,18,0.826,0.0,0.0,0.826,0.0,0.0
PF00711.11_int_PF00711.11,0.2665
PF00563.12_int_PF00563.12,0.3835
PF00028.9_int_PF00028.9,0.82825
PF00149.20_int_PF08321.4,0.836
PF00254.20_int_PF00254.20,0.855166666667
PF00087.13_int_PF00087.13,0.867
PF00393.11_int_PF00393.11,0.871
PF00243.10_int_PF00243.10,0.877714285714
PF00782.12_int_PF00782.12,0.885875
PF00051.10_int_PF00051.10,0.8975
PF00004.21_int_PF09336.2,0.897666666667
PF00017.16_int_PF00018.20,0.910666666667
PF00167.10_int_PF07679.8,0.912
PF00074.12_int_PF07686.9,0.930666666667
PF00025.13_int_PF00025.13,0.934777777778
PF00104.22_int_PF08832.2,0.93925
PF00385.16_int_PF00385.16,0.941
PF00081.14_int_PF00081.14,0.954875
PF00127.12_int_PF06433.3,0.963
PF00034.13_int_PF00141.15,0.9675
PF00511.9_int_PF00511.9,0.974666666667
PF00617.11_int_PF00618.12,0.984
PF00032.9_int_PF02939.8,0.9895
PF00033.11_int_PF00033.11,0.990833333333
PF00033.11_int_PF00355.18,0.991142857143
PF00033.11_int_PF02271.8,0.993333333333
PF00712.11_int_PF02768.7,0.999
PF00032.9_int_PF02271.8,1.0
PF00033.11_int_PF02939.8,1.0
PF00034.13_int_PF02239.8,1.0
