DDI,sequence_num,auc,sens,spec,blAUC,blSens,blSpec
PF00243.10_int_PF00243.10,1,0.917,0.899,0.873,0.0,0.0,0.0
PF00243.10_int_PF00243.10,2,0.947,0.922,0.835,0.0,0.0,0.0
PF00243.10_int_PF00243.10,3,0.905,0.92,0.802,0.0,0.0,0.0
PF00243.10_int_PF00243.10,4,0.68,0.4,0.8,0.0,0.0,0.0
PF00243.10_int_PF00243.10,7,0.892,0.822,0.86,0.0,0.0,0.0
PF00243.10_int_PF00243.10,8,0.932,0.866,0.879,0.0,0.0,0.0
PF00243.10_int_PF00243.10,12,0.937,0.915,0.872,0.0,0.0,0.0
PF00254.20_int_PF00254.20,1,0.786,0.348,0.8,0.0,0.0,0.0
PF00254.20_int_PF00254.20,7,0.727,0.438,0.778,0.0,0.0,0.0
PF00254.20_int_PF00254.20,9,0.541,0.182,0.364,0.0,0.0,0.0
PF00254.20_int_PF00254.20,15,0.734,0.75,0.75,0.0,0.0,0.0
PF00254.20_int_PF00254.20,16,0.527,0.35,0.583,0.0,0.0,0.0
PF00254.20_int_PF00254.20,18,0.942,0.636,0.875,0.0,0.0,0.0
PF00385.16_int_PF00385.16,1,0.917,0.909,0.833,0.0,0.0,0.0
PF00385.16_int_PF00385.16,11,0.94,1.0,0.833,0.0,0.0,0.0
PF00385.16_int_PF00385.16,13,0.469,0.0,0.0,0.0,0.0,0.0
PF00385.16_int_PF00385.16,17,0.864,0.722,0.812,0.0,0.0,0.0
PF00385.16_int_PF00385.16,18,0.903,0.526,1.0,0.0,0.0,0.0
PF00385.16_int_PF00385.16,19,0.798,0.211,0.8,0.0,0.0,0.0
PF00393.11_int_PF00393.11,1,0.835,0.596,0.801,0.0,0.0,0.0
PF00393.11_int_PF00393.11,2,0.883,0.847,0.823,0.0,0.0,0.0
PF00393.11_int_PF00393.11,5,0.923,0.941,0.809,0.0,0.0,0.0
PF00393.11_int_PF00393.11,7,0.907,0.748,0.884,0.0,0.0,0.0
PF00393.11_int_PF00393.11,11,0.934,0.895,0.847,0.0,0.0,0.0
PF00511.9_int_PF00511.9,1,0.989,0.967,0.906,0.0,0.0,0.0
PF00511.9_int_PF00511.9,2,0.996,0.975,0.867,0.0,0.0,0.0
PF00511.9_int_PF00511.9,3,0.992,0.925,0.974,0.0,0.0,0.0
PF00511.9_int_PF00511.9,7,0.987,0.912,0.939,0.0,0.0,0.0
PF00511.9_int_PF00511.9,9,0.928,0.827,0.827,0.0,0.0,0.0
