DDI,sequence_num,auc,sens,spec,blAUC,blSens,blSpec
PF00167.10_int_PF07679.8,2,0.95,0.919,0.895,0.0,0.0,0.0
PF00167.10_int_PF07679.8,6,0.828,0.514,0.704,0.0,0.0,0.0
PF00167.10_int_PF07679.8,7,0.864,0.767,0.75,0.0,0.0,0.0
PF00167.10_int_PF07679.8,11,0.997,0.667,1.0,0.0,0.0,0.0
PF00167.10_int_PF07679.8,24,0.941,0.964,0.794,0.0,0.0,0.0
PF00167.10_int_PF07679.8,25,0.964,0.571,0.889,0.0,0.0,0.0
PF00167.10_int_PF07679.8,26,0.978,1.0,0.857,0.0,0.0,0.0
PF00243.10_int_PF00243.10,1,0.858,0.739,0.773,0.0,0.0,0.0
PF00243.10_int_PF00243.10,2,0.864,0.779,0.732,0.0,0.0,0.0
PF00243.10_int_PF00243.10,3,0.895,0.92,0.75,0.0,0.0,0.0
PF00243.10_int_PF00243.10,4,0.87,0.7,0.875,0.0,0.0,0.0
PF00243.10_int_PF00243.10,7,0.813,0.7,0.778,0.0,0.0,0.0
PF00243.10_int_PF00243.10,8,0.939,0.91,0.859,0.0,0.0,0.0
PF00243.10_int_PF00243.10,12,0.912,0.866,0.763,0.0,0.0,0.0
PF00254.20_int_PF00254.20,1,0.936,0.0,0.0,0.0,0.0,0.0
PF00254.20_int_PF00254.20,7,0.867,0.375,0.857,0.0,0.0,0.0
PF00254.20_int_PF00254.20,9,0.785,0.0,0.0,0.0,0.0,0.0
PF00254.20_int_PF00254.20,15,0.656,0.625,0.833,0.0,0.0,0.0
PF00254.20_int_PF00254.20,16,0.74,0.0,0.0,0.0,0.0,0.0
PF00254.20_int_PF00254.20,18,0.934,0.091,1.0,0.0,0.0,0.0
PF00385.16_int_PF00385.16,1,0.992,1.0,0.846,0.0,0.0,0.0
PF00385.16_int_PF00385.16,11,1.0,1.0,0.909,0.0,0.0,0.0
PF00385.16_int_PF00385.16,13,0.889,0.222,1.0,0.0,0.0,0.0
PF00385.16_int_PF00385.16,17,0.941,0.889,0.8,0.0,0.0,0.0
PF00385.16_int_PF00385.16,18,0.875,0.789,0.882,0.0,0.0,0.0
PF00385.16_int_PF00385.16,19,0.889,0.737,0.824,0.0,0.0,0.0
PF00393.11_int_PF00393.11,1,0.706,0.614,0.672,0.0,0.0,0.0
PF00393.11_int_PF00393.11,2,0.843,0.769,0.752,0.0,0.0,0.0
PF00393.11_int_PF00393.11,5,0.783,0.735,0.728,0.0,0.0,0.0
PF00393.11_int_PF00393.11,7,0.828,0.0,0.0,0.0,0.0,0.0
PF00393.11_int_PF00393.11,11,0.851,0.78,0.765,0.0,0.0,0.0
PF00511.9_int_PF00511.9,1,0.932,0.933,0.824,0.0,0.0,0.0
PF00511.9_int_PF00511.9,2,0.994,0.975,0.867,0.0,0.0,0.0
PF00511.9_int_PF00511.9,3,0.993,0.975,0.907,0.0,0.0,0.0
PF00511.9_int_PF00511.9,7,0.955,1.0,0.895,0.0,0.0,0.0
PF00511.9_int_PF00511.9,9,0.962,0.827,0.956,0.0,0.0,0.0
PF00511.9_int_PF00511.9,15,0.971,0.944,0.944,0.0,0.0,0.0
PF00563.12_int_PF00563.12,1,0.542,0.0,0.0,0.0,0.0,0.0
PF00563.12_int_PF00563.12,2,0.408,0.018,0.167,0.0,0.0,0.0
PF00563.12_int_PF00563.12,4,0.517,0.054,0.429,0.0,0.0,0.0
PF00563.12_int_PF00563.12,9,0.428,0.38,0.463,0.0,0.0,0.0
PF00617.11_int_PF00618.12,1,1.0,0.969,1.0,0.0,0.0,0.0
PF00617.11_int_PF00618.12,11,0.995,1.0,0.935,0.0,0.0,0.0
PF00711.11_int_PF00711.11,1,0.667,0.0,0.0,0.0,0.0,0.0
PF00711.11_int_PF00711.11,23,0.82,0.4,0.8,0.0,0.0,0.0
PF00712.11_int_PF02768.7,1,0.994,0.912,1.0,0.0,0.0,0.0
PF00712.11_int_PF02768.7,7,1.0,1.0,0.966,0.0,0.0,0.0
PF00712.11_int_PF02768.7,9,0.986,1.0,0.967,0.0,0.0,0.0
PF00782.12_int_PF00782.12,1,1.0,0.667,1.0,0.0,0.0,0.0
PF00782.12_int_PF00782.12,2,0.917,0.154,1.0,0.0,0.0,0.0
PF00782.12_int_PF00782.12,3,0.091,0.0,0.0,0.0,0.0,0.0
PF00782.12_int_PF00782.12,4,0.949,0.0,0.0,0.0,0.0,0.0
PF00782.12_int_PF00782.12,7,0.837,0.143,1.0,0.0,0.0,0.0
PF00782.12_int_PF00782.12,11,0.9,0.091,0.75,0.0,0.0,0.0
PF00782.12_int_PF00782.12,13,0.996,0.533,1.0,0.0,0.0,0.0
PF00782.12_int_PF00782.12,18,0.884,0.0,0.0,0.0,0.0,0.0
PF00563.12_int_PF00563.12,0.47375
PF00711.11_int_PF00711.11,0.7435
PF00393.11_int_PF00393.11,0.8022
PF00254.20_int_PF00254.20,0.819666666667
PF00782.12_int_PF00782.12,0.82175
PF00087.13_int_PF00087.13,0.829
PF00028.9_int_PF00028.9,0.841375
PF00149.20_int_PF08321.4,0.872
PF00243.10_int_PF00243.10,0.878714285714
PF00051.10_int_PF00051.10,0.891
PF00017.16_int_PF00018.20,0.899111111111
PF00025.13_int_PF00025.13,0.926333333333
PF00385.16_int_PF00385.16,0.931
PF00074.12_int_PF07686.9,0.933
PF00167.10_int_PF07679.8,0.934125
PF00004.21_int_PF09336.2,0.949333333333
PF00081.14_int_PF00081.14,0.9575
PF00104.22_int_PF08832.2,0.9615
PF00511.9_int_PF00511.9,0.967833333333
PF00034.13_int_PF00141.15,0.98
PF00032.9_int_PF02939.8,0.986
PF00033.11_int_PF02271.8,0.986333333333
PF00033.11_int_PF00033.11,0.990333333333
PF00712.11_int_PF02768.7,0.993333333333
PF00032.9_int_PF02271.8,0.99525
PF00617.11_int_PF00618.12,0.9975
PF00034.13_int_PF02239.8,0.998
PF00033.11_int_PF00355.18,1.0
PF00033.11_int_PF02939.8,1.0
PF00127.12_int_PF06433.3,1.0
